Country Name,Country Code,Year,unemployment,inflation,oil_rents,gdp_growth,exchange_rate,inflation_next
Libya,LBY,1993,19.006,11.0735532720389,22.2666014963477,-3.76319264327812,0.304370218790316,5.11259890444314
Libya,LBY,1994,19.328,5.11259890444314,21.8836084062861,1.93478674200678,0.348368210137774,7.23798494499129
Libya,LBY,1995,19.331,7.23798494499129,26.7764550727601,-2.2204069560875,0.418144934349807,4.02807775377965
Libya,LBY,1996,19.212,4.02807775377965,31.0343606030664,2.13412320029278,0.436799769214902,3.55029585798822
Libya,LBY,1997,19.151,3.55029585798822,26.3375156857295,5.21267102136972,0.460866115311545,3.70927318295734
Libya,LBY,1998,19.192,3.70927318295734,17.8086785928772,-3.55224474739784,0.467574437452601,2.64862252295822
Libya,LBY,1999,19.233,2.64862252295822,19.6978468357252,0.749659257603952,0.463810768619975,-2.90000000000024
Libya,LBY,2000,19.275,-2.90000000000024,33.5852838997618,3.6792704082,0.512189613308333,-8.81393752145546
Libya,LBY,2001,19.239,-8.81393752145546,29.4914880458031,-1.76283887062603,0.605064253623333,-9.79764705882356
Libya,LBY,2002,19.281,-9.79764705882356,48.3822928740602,-0.958897332849631,1.27067917397333,-2.19115191986647
Libya,LBY,2003,19.074,-2.19115191986647,47.8421621561942,13.0160372478013,1.29294412808415,-2.19756774055898
Libya,LBY,2004,18.938,-2.19756774055898,54.7869519679771,4.46163899648637,1.30496614426767,2.65020576131657
Libya,LBY,2005,18.66,2.65020576131657,61.0171738102836,11.8707565226151,1.30838482391592,1.45926876202722
Libya,LBY,2006,18.805,1.45926876202722,60.9295741290035,6.50052541959279,1.31357162479067,6.25098782993553
Libya,LBY,2007,18.771,6.25098782993553,59.9292830144719,6.22998278561838,1.26264486767833,10.3607288954998
Libya,LBY,2008,19.041,10.3607288954998,64.8164362995569,-0.162048238799883,1.22356239341867,2.45990025609954
Libya,LBY,2009,19.29,2.45990025609954,49.9122829981053,-4.4001817631021,1.25353448862568,2.79989500109265
Libya,LBY,2010,19.321,2.79989500109265,54.526429982548,5.0272476723775,1.26678941001316,15.5184815317562
Libya,LBY,2011,19.504,15.5184815317562,36.3305559734441,-50.3385151384986,1.22415249460346,6.05980392156855
Libya,LBY,2012,19.03,6.05980392156855,57.6300935046394,86.8267484395784,1.26165963821484,2.60581802719517
Libya,LBY,2013,19.311,2.60581802719517,45.8016137051651,-17.9979615745681,1.27169182111774,2.43294141599233
Libya,LBY,2014,19.295,2.43294141599233,28.6305298163822,-23.0428058282215,1.27240206718888,10.4022933588151
Libya,LBY,2015,19.69,10.4022933588151,14.4264442000075,-0.842656252118843,1.38120985962103,25.853874212446
Libya,LBY,2016,19.559,25.853874212446,10.7931417666286,-1.4909411172622,1.39036867889833,25.8036184788337
Libya,LBY,2017,19.053,25.8036184788337,20.9466167504799,32.4918021862688,1.3938200108235,13.1702038536722
Libya,LBY,2018,18.865,13.1702038536722,30.0345298438813,7.9413678529104,1.36496666666667,-2.16217883470591
Libya,LBY,2019,19.087,-2.16217883470591,32.7515623093831,-11.1960828853386,1.39826289736928,1.44703656998741
Libya,LBY,2020,19.651,1.44703656998741,9.24399152945122,-29.4552967282824,1.38866668346465,2.86833027751015
Morocco,MAR,1991,13.502,7.98616600790512,0.0038956474413304,7.21608815359085,8.70655,5.7402466286874
Morocco,MAR,1992,13.781,5.7402466286874,0.0035802606735623,-2.097738754022,8.537875,5.18311396030801
Morocco,MAR,1993,14.026,5.18311396030801,0.0032934305261153,-0.740591700332374,9.29870916666667,5.14167152953361
Morocco,MAR,1994,13.858,5.14167152953361,0.0021216430136692,10.5880004161286,9.202715,6.12358164775523
Morocco,MAR,1995,14.054,6.12358164775523,0.0013097799250287,-5.40544787197402,8.54023583333334,2.98680922773017
Morocco,MAR,1996,13.362,2.98680922773017,0.0014831045779326,12.3728762700496,8.71587583333333,1.03819895051614
Morocco,MAR,1997,14.025,1.03819895051614,0.0035620276937522,-1.56070234550782,9.52710666666667,2.75311330764477
Morocco,MAR,1998,13.359,2.75311330764477,0.002083701780773,7.23855267691987,9.60441583333333,0.684782608695643
Morocco,MAR,1999,13.94,0.684782608695643,0.0029532185556764,1.6970614772566,9.80441916666667,1.89463456763464
Morocco,MAR,2000,13.58,1.89463456763464,0.0063127252230029,2.58218091499747,10.6256361666667,0.619801875297975
Morocco,MAR,2001,12.46,0.619801875297975,0.0038967899367192,7.72182519577728,11.302975,2.79561966936936
Morocco,MAR,2002,11.59,2.79561966936936,0.0048209432798179,3.73019737485745,11.0205833333333,1.16773367477592
Morocco,MAR,2003,11.92,1.16773367477592,0.0035183313822751,6.17110214953244,9.57438333333333,1.49344403381774
Morocco,MAR,2004,10.83,1.49344403381774,0.0044767617318117,4.57138016516208,8.86801666666667,0.982641660015951
Morocco,MAR,2005,11.01,0.982641660015951,0.0040207024300055,3.19224973015831,8.86500833333334,3.28476166954811
Morocco,MAR,2006,9.67,3.28476166954811,0.0062368292429596,7.7908200104027,8.79558333333333,2.04208512673344
Morocco,MAR,2007,9.56,2.04208512673344,0.0064888645629307,3.44106776690418,8.19233333333333,3.71484311494064
Morocco,MAR,2008,9.57,3.71484311494064,0.0061644205483407,5.68453936284732,7.750325,0.971862998667636
Morocco,MAR,2009,8.96,0.971862998667636,0.0032583737265042,3.74576940136258,8.0571,0.993557401226392
Morocco,MAR,2010,9.09,0.993557401226392,0.0054687744644496,3.49955709403216,8.41715833333333,0.9069249096918
Morocco,MAR,2011,8.91,0.9069249096918,0.0072686592110911,5.52464523319847,8.089875,1.28712240079219
Morocco,MAR,2012,8.99,1.28712240079219,0.0052845250346448,3.06234368502997,8.62844458333333,1.88065466724086
Morocco,MAR,2013,9.23,1.88065466724086,0.0053581787411086,4.12221286860944,8.4055039167443,0.442310053557048
Morocco,MAR,2014,9.7,0.442310053557048,0.0027200756134493,2.7192440802029,8.40633668826152,1.5579071134626
Morocco,MAR,2015,9.46,1.5579071134626,0.0014273089885363,4.34458297635238,9.76434827950111,1.63531114327064
Morocco,MAR,2016,9.3,1.63531114327064,0.0011328109364847,0.52118550608968,9.8074760315025,0.754663249323619
Morocco,MAR,2017,9.22,0.754663249323619,0.0013107837217798,5.05789816173446,9.6919978888289,1.80391671141896
Morocco,MAR,2018,9.272,1.80391671141896,0.0017548694429699,3.06564133025955,9.38610242091972,0.303386036590383
Morocco,MAR,2019,9.191,0.303386036590383,0.0013723705365759,2.89097476137077,9.61707609950743,0.705968661338261
Morocco,MAR,2020,11.189,0.705968661338261,0.0008395727088705,-7.17820744246774,9.49684732221969,1.40195883962006
Tunisia,TUN,1991,15.935,8.19371509544085,4.20887815968531,3.90454530313198,0.924620833333333,5.82434514637906
Tunisia,TUN,1992,15.598,5.82434514637906,3.89144902224995,7.80572887722397,0.884433333333333,3.9749563191613
Tunisia,TUN,1993,15.948,3.9749563191613,3.35121837306816,2.18982886145824,1.00374166666667,4.73323063996595
Tunisia,TUN,1994,16.006,4.73323063996595,2.66718328891885,3.17841132209441,1.01155416666667,6.24415028747146
Tunisia,TUN,1995,16.348,6.24415028747146,2.42755447750049,2.35166985086541,0.94575,3.72514472690715
Tunisia,TUN,1996,16.061,3.72514472690715,2.73801506099416,7.14608096782061,0.973408333333333,3.65202620723071
Tunisia,TUN,1997,15.94,3.65202620723071,2.13042894995226,5.44094350107467,1.10590833333333,3.12536579655862
